dim0,dim1,tissue
-47.482475,84.77501,Pancreatic Carcinoma
-47.498314,84.728386,Pancreatic Carcinoma
-47.48717,84.79608,Pancreatic Carcinoma
52.54537,-66.97773,Control_HEK293T
49.08461,-87.15985,Control_HEK293T
60.83397,-79.85183,Control_HEK293T
61.272137,-48.439278,Neuroblastoma
61.63018,-48.61541,Neuroblastoma
61.59308,-47.99337,Neuroblastoma
-15.127452,-109.177826,B-Cell Non-Hodgkin's Lymphoma
-14.842422,-108.6939,B-Cell Non-Hodgkin's Lymphoma
-14.642646,-109.00249,B-Cell Non-Hodgkin's Lymphoma
-16.519913,-119.69132,B-Cell Non-Hodgkin's Lymphoma
-16.07905,-120.06588,B-Cell Non-Hodgkin's Lymphoma
-16.280186,-119.480034,B-Cell Non-Hodgkin's Lymphoma
-22.950884,-138.00912,Chronic Myelogenous Leukemia
-22.826212,-138.64833,Chronic Myelogenous Leukemia
-23.32309,-138.31575,Chronic Myelogenous Leukemia
49.425922,-61.026184,Non-Small Cell Lung Carcinoma
49.5285,-60.703228,Non-Small Cell Lung Carcinoma
50.057625,-60.849575,Non-Small Cell Lung Carcinoma
90.97957,-45.53058,Small Cell Lung Carcinoma
90.869675,-45.225563,Small Cell Lung Carcinoma
91.336685,-45.010845,Small Cell Lung Carcinoma
83.85823,-10.4039955,Breast Carcinoma
83.103516,-10.487444,Breast Carcinoma
83.69957,-11.205358,Breast Carcinoma
4.3454056,-37.062973,Melanoma
4.356766,-36.717606,Melanoma
5.012637,-36.74502,Melanoma
-17.996714,94.26,Non-Small Cell Lung Carcinoma
-17.31655,94.261635,Non-Small Cell Lung Carcinoma
-17.734306,93.60944,Non-Small Cell Lung Carcinoma
38.94655,-72.20256,Control_HEK293T
42.08522,-73.45677,Control_HEK293T
120.74933,38.06294,Control_HEK293T
138.09802,45.898945,Control_HEK293T
136.36452,19.624878,Control_HEK293T
122.01496,19.230116,Control_HEK293T
151.70831,39.433907,Control_HEK293T
61.19466,-83.946724,Control_HEK293T
61.481876,-48.307377,Neuroblastoma
61.48442,-48.296925,Neuroblastoma
61.47634,-48.302254,Neuroblastoma
-14.823069,-109.03546,B-Cell Non-Hodgkin's Lymphoma
-14.82135,-109.02506,B-Cell Non-Hodgkin's Lymphoma
-14.82273,-109.03013,B-Cell Non-Hodgkin's Lymphoma
-16.233072,-119.68802,B-Cell Non-Hodgkin's Lymphoma
-16.234776,-119.69098,B-Cell Non-Hodgkin's Lymphoma
-16.241205,-119.69529,B-Cell Non-Hodgkin's Lymphoma
-23.09806,-138.26912,Chronic Myelogenous Leukemia
-23.106236,-138.27817,Chronic Myelogenous Leukemia
-23.101316,-138.27963,Chronic Myelogenous Leukemia
49.589184,-60.774998,Non-Small Cell Lung Carcinoma
49.589928,-60.77586,Non-Small Cell Lung Carcinoma
49.577705,-60.730087,Non-Small Cell Lung Carcinoma
90.89628,-45.164883,Small Cell Lung Carcinoma
90.906105,-45.165836,Small Cell Lung Carcinoma
90.87534,-45.135838,Small Cell Lung Carcinoma
83.756424,-10.963304,Breast Carcinoma
83.45396,-10.798441,Breast Carcinoma
83.462,-10.848292,Breast Carcinoma
4.475573,-36.79273,Melanoma
4.484039,-36.791927,Melanoma
4.467064,-36.786488,Melanoma
-17.581312,93.97814,Non-Small Cell Lung Carcinoma
-17.586592,93.9769,Non-Small Cell Lung Carcinoma
-17.600658,93.978386,Non-Small Cell Lung Carcinoma
35.372543,-67.05807,Control_HEK293T
51.140312,-84.40918,Control_HEK293T
117.84602,29.335613,Control_HEK293T
120.59486,26.116726,Control_HEK293T
146.71219,23.771759,Control_HEK293T
-25.867445,21.485302,Small Cell Lung Carcinoma
-25.885897,21.498556,Small Cell Lung Carcinoma
-25.87084,21.480768,Small Cell Lung Carcinoma
-33.289528,12.956416,Melanoma
-33.296562,12.963596,Melanoma
-33.286987,12.947864,Melanoma
69.48335,-53.18002,Small Cell Lung Carcinoma
69.500404,-53.174793,Small Cell Lung Carcinoma
69.5084,-53.178165,Small Cell Lung Carcinoma
-6.521836,-131.6586,Burkitt's Lymphoma
-6.5231476,-131.69014,Burkitt's Lymphoma
-6.508783,-131.69539,Burkitt's Lymphoma
-5.933429,78.89511,Breast Carcinoma
-5.9398746,78.90335,Breast Carcinoma
-5.940204,78.90234,Breast Carcinoma
-16.837423,-135.27348,B-Cell Non-Hodgkin's Lymphoma
-16.838547,-135.27832,B-Cell Non-Hodgkin's Lymphoma
-16.839922,-135.27046,B-Cell Non-Hodgkin's Lymphoma
63.238964,-55.005085,Other Solid Carcinomas
63.240273,-55.005608,Other Solid Carcinomas
63.21285,-54.98975,Other Solid Carcinomas
-84.29808,79.80108,Ovarian Carcinoma
-84.29968,79.790054,Ovarian Carcinoma
-84.300896,79.80131,Ovarian Carcinoma
-30.945616,-135.19273,Acute Myeloid Leukemia
-31.070757,-135.5761,Acute Myeloid Leukemia
-31.034868,-135.42389,Acute Myeloid Leukemia
15.386917,79.21559,Colorectal Carcinoma
15.375407,79.21514,Colorectal Carcinoma
15.3829,79.22396,Colorectal Carcinoma
36.33844,-77.09308,Control_HEK293T
60.309586,-87.17127,Control_HEK293T
148.41591,38.14424,Control_HEK293T
120.57693,26.109009,Control_HEK293T
123.221375,34.56839,Control_HEK293T
-36.10375,16.7927,Leiomyosarcoma
-36.09813,16.80416,Leiomyosarcoma
-36.09228,16.80078,Leiomyosarcoma
-21.987091,-129.67842,B-Cell Non-Hodgkin's Lymphoma
-21.9977,-129.67589,B-Cell Non-Hodgkin's Lymphoma
-21.993889,-129.64308,B-Cell Non-Hodgkin's Lymphoma
-39.948143,15.709307,Hepatocellular Carcinoma
-39.923332,15.712467,Hepatocellular Carcinoma
-39.939137,15.706937,Hepatocellular Carcinoma
5.8347554,-128.9885,T-Lymphoblastic Lymphoma
5.826956,-128.97589,T-Lymphoblastic Lymphoma
5.831007,-128.99347,T-Lymphoblastic Lymphoma
-25.821346,21.314417,Small Cell Lung Carcinoma
-26.039421,21.544785,Small Cell Lung Carcinoma
-25.525896,21.781097,Small Cell Lung Carcinoma
-7.509235,-127.94692,B-Cell Non-Hodgkin's Lymphoma
-7.497855,-127.94506,B-Cell Non-Hodgkin's Lymphoma
-7.5026464,-127.9446,B-Cell Non-Hodgkin's Lymphoma
-18.402998,-129.47015,Non-Cancerous
-18.426533,-129.38052,Non-Cancerous
-18.41324,-129.42415,Non-Cancerous
-33.312912,13.277147,Melanoma
-33.49266,12.890919,Melanoma
-32.927452,12.907357,Melanoma
69.89329,-53.53647,Small Cell Lung Carcinoma
69.5112,-52.973763,Small Cell Lung Carcinoma
69.40849,-53.219696,Small Cell Lung Carcinoma
-6.055605,-131.78415,Burkitt's Lymphoma
-6.7187667,-131.97824,Burkitt's Lymphoma
-6.4697456,-131.69217,Burkitt's Lymphoma
-3.6249332,11.184795,Kidney Carcinoma
-3.6187053,11.192454,Kidney Carcinoma
-3.6208136,11.198689,Kidney Carcinoma
-6.1839247,79.01151,Breast Carcinoma
-5.93484,78.61386,Breast Carcinoma
-5.5945044,79.08614,Breast Carcinoma
-1.7469258,61.792988,Breast Carcinoma
-1.7360765,61.797646,Breast Carcinoma
-1.7397095,61.797493,Breast Carcinoma
-74.154724,77.284805,Head and Neck Carcinoma
-74.15491,77.29418,Head and Neck Carcinoma
-74.14377,77.2792,Head and Neck Carcinoma
-17.010582,-135.49414,B-Cell Non-Hodgkin's Lymphoma
-16.771055,-135.17186,B-Cell Non-Hodgkin's Lymphoma
-16.414211,-135.63545,B-Cell Non-Hodgkin's Lymphoma
63.174488,-54.891827,Other Solid Carcinomas
63.140453,-55.239918,Other Solid Carcinomas
63.721043,-55.02177,Other Solid Carcinomas
-70.78701,77.28868,Cervical Carcinoma
-70.809,77.35754,Cervical Carcinoma
-70.806244,77.34801,Cervical Carcinoma
-84.387215,80.082504,Ovarian Carcinoma
-83.94632,79.78513,Ovarian Carcinoma
-84.41068,79.6472,Ovarian Carcinoma
-31.633526,-135.7458,Acute Myeloid Leukemia
-30.595531,-135.4927,Acute Myeloid Leukemia
-30.92077,-135.9837,Acute Myeloid Leukemia
15.51962,78.9894,Colorectal Carcinoma
15.71754,79.47783,Colorectal Carcinoma
15.238685,79.33635,Colorectal Carcinoma
46.355625,-80.7724,Control_HEK293T
39.61974,-77.85427,Control_HEK293T
54.532066,-84.47009,Control_HEK293T
49.40158,-87.94831,Control_HEK293T
125.71825,26.45228,Control_HEK293T
137.20454,41.76877,Control_HEK293T
130.77963,35.522797,Control_HEK293T
128.26567,45.5737,Control_HEK293T
-35.705933,16.840176,Leiomyosarcoma
-36.14094,17.01971,Leiomyosarcoma
-36.097874,16.672022,Leiomyosarcoma
-22.049042,-129.68202,B-Cell Non-Hodgkin's Lymphoma
-21.948902,-130.04562,B-Cell Non-Hodgkin's Lymphoma
-21.754154,-129.46033,B-Cell Non-Hodgkin's Lymphoma
-39.94706,15.691816,Hepatocellular Carcinoma
-39.56499,15.841833,Hepatocellular Carcinoma
6.105038,-128.90231,T-Lymphoblastic Lymphoma
5.711071,-129.00261,T-Lymphoblastic Lymphoma
5.8527765,-129.23318,T-Lymphoblastic Lymphoma
-7.4466577,-128.23602,B-Cell Non-Hodgkin's Lymphoma
-7.191352,-127.97481,B-Cell Non-Hodgkin's Lymphoma
-7.63968,-128.02138,B-Cell Non-Hodgkin's Lymphoma
-18.409859,-129.41702,Non-Cancerous
-18.090218,-129.62375,Non-Cancerous
-18.513462,-129.74303,Non-Cancerous
-3.336779,11.493376,Kidney Carcinoma
-3.6713626,11.164527,Kidney Carcinoma
-1.5767088,62.123608,Breast Carcinoma
-1.7522529,61.771137,Breast Carcinoma
-74.291885,77.19063,Head and Neck Carcinoma
-74.10413,77.284,Head and Neck Carcinoma
-74.16475,77.74925,Head and Neck Carcinoma
-70.80391,77.38272,Cervical Carcinoma
-70.44914,77.53643,Cervical Carcinoma
-71.053406,77.692055,Cervical Carcinoma
58.11988,-72.973076,Control_HEK293T
52.927574,-88.90703,Control_HEK293T
132.9687,46.743164,Control_HEK293T
130.65425,35.55224,Control_HEK293T
127.21848,35.390224,Control_HEK293T
-34.324833,9.024523,Glioma
-34.174484,9.197742,Glioma
-33.78491,9.27859,Glioma
3.6728284,-126.58458,B-Lymphoblastic Leukemia
3.512841,-126.86654,B-Lymphoblastic Leukemia
3.3240983,-126.83412,B-Lymphoblastic Leukemia
65.24884,-22.984943,Neuroblastoma
65.27926,-22.621178,Neuroblastoma
64.88893,-22.864803,Neuroblastoma
28.700064,8.733453,Other Solid Carcinomas
29.062916,8.4614725,Other Solid Carcinomas
28.6826,8.94704,Other Solid Carcinomas
-78.76758,70.7153,Biliary Tract Carcinoma
-78.99614,70.758484,Biliary Tract Carcinoma
-79.029465,71.20311,Biliary Tract Carcinoma
-14.556016,90.34693,Non-Small Cell Lung Carcinoma
-14.338754,89.96458,Non-Small Cell Lung Carcinoma
-14.145202,90.29008,Non-Small Cell Lung Carcinoma
-9.690791,89.06849,Non-Small Cell Lung Carcinoma
-9.584944,89.46005,Non-Small Cell Lung Carcinoma
-9.300827,89.12046,Non-Small Cell Lung Carcinoma
45.380978,-11.960085,Neuroblastoma
45.072277,-12.30423,Neuroblastoma
45.373047,-12.363797,Neuroblastoma
2.4934206,7.365564,Mesothelioma
2.6808462,7.1718054,Mesothelioma
2.7969198,7.6441092,Mesothelioma
58.36159,-76.20177,Control_HEK293T
48.9753,-87.035774,Control_HEK293T
147.84799,46.273605,Control_HEK293T
144.02827,44.47989,Control_HEK293T
-13.440283,72.96639,Ovarian Carcinoma
-13.196049,72.95536,Ovarian Carcinoma
-13.175046,72.70782,Ovarian Carcinoma
-78.34906,80.429085,Hepatocellular Carcinoma
-78.49003,79.88986,Hepatocellular Carcinoma
-78.55882,79.88364,Hepatocellular Carcinoma
-9.750871,19.080076,Bladder Carcinoma
-9.271246,18.915483,Bladder Carcinoma
-9.624699,18.762495,Bladder Carcinoma
-81.84939,74.66167,Non-Small Cell Lung Carcinoma
-81.59668,74.62798,Non-Small Cell Lung Carcinoma
-81.82649,74.97834,Non-Small Cell Lung Carcinoma
79.553024,-15.968503,Small Cell Lung Carcinoma
79.377594,-16.3047,Small Cell Lung Carcinoma
79.64768,-16.195517,Small Cell Lung Carcinoma
-98.05281,49.02328,Ovarian Carcinoma
-97.903175,49.23943,Ovarian Carcinoma
-98.30577,49.184658,Ovarian Carcinoma
-78.221664,75.7077,Pancreatic Carcinoma
-78.23686,75.70593,Pancreatic Carcinoma
-78.19375,76.10418,Pancreatic Carcinoma
-21.481792,90.877,Cervical Carcinoma
-21.862307,90.93657,Cervical Carcinoma
-21.763546,91.02541,Cervical Carcinoma
-24.43448,95.15643,Esophageal Carcinoma
-24.070223,95.063324,Esophageal Carcinoma
-23.878836,95.33266,Esophageal Carcinoma
66.2719,-27.096872,Neuroblastoma
66.27481,-27.037561,Neuroblastoma
66.020645,-26.801596,Neuroblastoma
55.346012,-87.43388,Control_HEK293T
55.306488,-88.6148,Control_HEK293T
136.07751,28.89045,Control_HEK293T
-34.114056,9.086082,Glioma
-34.11549,9.094809,Glioma
-34.101967,9.065212,Glioma
3.514281,-126.65882,B-Lymphoblastic Leukemia
3.5139186,-126.66118,B-Lymphoblastic Leukemia
3.5302567,-126.66116,B-Lymphoblastic Leukemia
65.18693,-22.947325,Neuroblastoma
65.18212,-22.92949,Neuroblastoma
65.16287,-22.914282,Neuroblastoma
28.716845,8.738955,Other Solid Carcinomas
28.685371,8.714155,Other Solid Carcinomas
28.711126,8.739924,Other Solid Carcinomas
-78.996216,70.77367,Biliary Tract Carcinoma
-78.98914,70.78484,Biliary Tract Carcinoma
-79.02778,70.78385,Biliary Tract Carcinoma
-14.34695,90.23538,Non-Small Cell Lung Carcinoma
-14.333839,90.24303,Non-Small Cell Lung Carcinoma
-14.339722,90.2169,Non-Small Cell Lung Carcinoma
-9.534333,89.192,Non-Small Cell Lung Carcinoma
-9.53922,89.18648,Non-Small Cell Lung Carcinoma
-9.535335,89.18368,Non-Small Cell Lung Carcinoma
45.205532,-12.212947,Neuroblastoma
45.203,-12.221889,Neuroblastoma
45.203213,-12.220348,Neuroblastoma
2.5132127,7.372127,Mesothelioma
2.4933665,7.3845997,Mesothelioma
2.4754548,7.389371,Mesothelioma
57.504955,-84.78553,Control_HEK293T
54.462112,-83.70974,Control_HEK293T
125.69487,16.235872,Control_HEK293T
146.43935,27.258991,Control_HEK293T
-13.08666,73.02682,Ovarian Carcinoma
-13.154095,72.95743,Ovarian Carcinoma
-13.178587,72.92843,Ovarian Carcinoma
-78.533485,79.86403,Hepatocellular Carcinoma
-78.503555,79.90192,Hepatocellular Carcinoma
-78.503334,79.89178,Hepatocellular Carcinoma
-9.666802,18.846867,Bladder Carcinoma
-9.597734,18.869627,Bladder Carcinoma
-9.595665,18.872381,Bladder Carcinoma
-81.86764,74.64121,Non-Small Cell Lung Carcinoma
-81.87582,74.632385,Non-Small Cell Lung Carcinoma
-81.86826,74.63697,Non-Small Cell Lung Carcinoma
79.66077,-16.209435,Small Cell Lung Carcinoma
79.7288,-16.247648,Small Cell Lung Carcinoma
79.64393,-16.205519,Small Cell Lung Carcinoma
-98.052795,49.022896,Ovarian Carcinoma
-98.03972,48.978844,Ovarian Carcinoma
-98.02899,48.942604,Ovarian Carcinoma
-78.19988,75.71127,Pancreatic Carcinoma
-78.205734,75.70406,Pancreatic Carcinoma
-77.953705,75.5341,Pancreatic Carcinoma
-21.74387,91.14181,Cervical Carcinoma
-21.741604,91.04821,Cervical Carcinoma
-21.78001,91.04035,Cervical Carcinoma
-24.081255,95.0693,Esophageal Carcinoma
-24.067371,95.06585,Esophageal Carcinoma
-24.061823,95.04305,Esophageal Carcinoma
66.32701,-27.007328,Neuroblastoma
66.316696,-27.009964,Neuroblastoma
66.52819,-26.799696,Neuroblastoma
52.405422,-89.16909,Control_HEK293T
61.47429,-75.02166,Control_HEK293T
127.22335,21.285503,Control_HEK293T
140.36658,43.198685,Control_HEK293T
-14.693249,-130.39986,Burkitt's Lymphoma
-14.687818,-130.3957,Burkitt's Lymphoma
-14.69616,-130.39964,Burkitt's Lymphoma
-25.713793,-126.252686,Hodgkin's Lymphoma
-25.683945,-126.20931,Hodgkin's Lymphoma
-25.751484,-126.32539,Hodgkin's Lymphoma
13.016821,61.7162,Gastric Carcinoma
13.006774,61.71134,Gastric Carcinoma
13.0071125,61.705616,Gastric Carcinoma
38.963398,-10.381372,Melanoma
38.960922,-10.385093,Melanoma
38.958046,-10.379216,Melanoma
-1.584537,73.891235,Colorectal Carcinoma
-1.5805817,73.89814,Colorectal Carcinoma
-1.5848272,73.906784,Colorectal Carcinoma
65.631516,-47.638123,Neuroblastoma
65.62902,-47.663055,Neuroblastoma
65.63331,-47.669895,Neuroblastoma
1.1164299,23.613724,Non-Small Cell Lung Carcinoma
1.1245272,23.609526,Non-Small Cell Lung Carcinoma
1.1177198,23.608088,Non-Small Cell Lung Carcinoma
-45.96526,-34.045536,Colorectal Carcinoma
-45.96557,-34.04955,Colorectal Carcinoma
-45.964657,-34.04872,Colorectal Carcinoma
34.091568,-82.07742,Control_HEK293T
46.013287,-77.32552,Control_HEK293T
118.4203,22.331926,Control_HEK293T
127.15338,35.44796,Control_HEK293T
62.303944,-17.8106,Neuroblastoma
62.305634,-17.81372,Neuroblastoma
62.305187,-17.817106,Neuroblastoma
-81.30572,87.605255,Non-Small Cell Lung Carcinoma
-81.295586,87.60199,Non-Small Cell Lung Carcinoma
-81.30173,87.60262,Non-Small Cell Lung Carcinoma
36.7109,-5.1722407,Melanoma
36.710285,-5.1733236,Melanoma
36.714275,-5.17516,Melanoma
-20.706186,-133.24184,Other Blood Cancers
-20.701443,-133.24171,Other Blood Cancers
-20.690655,-133.23965,Other Blood Cancers
-10.433236,-130.61551,Burkitt's Lymphoma
-10.434596,-130.61588,Burkitt's Lymphoma
-10.432817,-130.60611,Burkitt's Lymphoma
-29.276543,98.784676,Pancreatic Carcinoma
-29.28546,98.78786,Pancreatic Carcinoma
-29.28088,98.79075,Pancreatic Carcinoma
22.286503,-3.9068613,Other Sarcomas
22.28646,-3.914924,Other Sarcomas
22.285679,-3.9025602,Other Sarcomas
51.046406,-84.53048,Control_HEK293T
44.355457,-83.56209,Control_HEK293T
129.93922,24.813044,Control_HEK293T
137.3873,14.99907,Control_HEK293T
-54.053944,88.20403,Pancreatic Carcinoma
-54.049168,88.20232,Pancreatic Carcinoma
-54.05061,88.20462,Pancreatic Carcinoma
42.41639,-5.5258937,Pancreatic Carcinoma
42.417263,-5.517891,Pancreatic Carcinoma
42.41611,-5.518661,Pancreatic Carcinoma
-26.456818,-140.1212,Chronic Myelogenous Leukemia
-26.457357,-140.12471,Chronic Myelogenous Leukemia
-26.455349,-140.12038,Chronic Myelogenous Leukemia
-43.182022,94.14462,Non-Small Cell Lung Carcinoma
-43.187023,94.14505,Non-Small Cell Lung Carcinoma
-43.188286,94.14802,Non-Small Cell Lung Carcinoma
75.43029,-18.265747,Non-Small Cell Lung Carcinoma
75.42466,-18.27002,Non-Small Cell Lung Carcinoma
75.41796,-18.281973,Non-Small Cell Lung Carcinoma
-67.33383,95.620926,Pancreatic Carcinoma
-67.25875,95.61504,Pancreatic Carcinoma
-67.11464,95.71488,Pancreatic Carcinoma
40.50253,-1.724081,Pancreatic Carcinoma
40.49794,-1.7199174,Pancreatic Carcinoma
40.495342,-1.7198054,Pancreatic Carcinoma
5.8808727,68.12382,Breast Carcinoma
5.886057,68.11459,Breast Carcinoma
5.8872437,68.123985,Breast Carcinoma
-12.495174,94.88475,Gastric Carcinoma
-12.492409,94.88271,Gastric Carcinoma
-12.493137,94.880615,Gastric Carcinoma
48.071026,-0.57941276,Other Solid Carcinomas
48.124546,-0.62310517,Other Solid Carcinomas
48.117622,-0.55917865,Other Solid Carcinomas
